;NDX Index;;MXIM UW Equity;;DISH UW Equity;;AMZN UW Equity;;CSCO UW Equity;;INTC UW Equity;;MSFT UW Equity;;EBAY UW Equity;;ADBE UW Equity;;AMGN UW Equity;;AAPL UW Equity;;CTAS UW Equity;;CMCSA UW Equity;;KLAC UW Equity;;PCAR UW Equity;;COST UW Equity;;AMAT UW Equity;;EA UW Equity;;FI UW Equity;;BIIB UW Equity;;PAYX UW Equity;;QCOM UW Equity;;SBUX UW Equity;;XLNX UW Equity;;INTU UW Equity;;MCHP UW Equity;;CHKP UW Equity;;CTXS UW Equity
31/01/2002;1550,17;31/01/2002;55,49;31/01/2002;24,48;31/01/2002;0,71;31/01/2002;19,80;31/01/2002;35,04;31/01/2002;31,86;31/01/2002;6,21;31/01/2002;16,85;31/01/2002;55,50;31/01/2002;0,44;31/01/2002;12,51;31/01/2002;11,93;31/01/2002;57,28;31/01/2002;8,72;31/01/2002;46,00;31/01/2002;21,83;31/01/2002;26,54;31/01/2002;10,61;31/01/2002;54,77;31/01/2002;36,70;31/01/2002;22,03;31/01/2002;5,94;31/01/2002;43,35;31/01/2002;19,63;31/01/2002;12,56;31/01/2002;36,50;31/01/2002;13,72
01/02/2002;1528,15;01/02/2002;54,31;01/02/2002;24,20;01/02/2002;0,69;01/02/2002;19,21;01/02/2002;34,67;01/02/2002;31,33;01/02/2002;6,11;01/02/2002;17,97;01/02/2002;57,88;01/02/2002;0,44;01/02/2002;12,47;01/02/2002;11,75;01/02/2002;56,68;01/02/2002;8,34;01/02/2002;45,26;01/02/2002;21,48;01/02/2002;26,36;01/02/2002;10,22;01/02/2002;54,29;01/02/2002;35,80;01/02/2002;21,23;01/02/2002;5,72;01/02/2002;42,68;01/02/2002;19,03;01/02/2002;12,40;01/02/2002;35,70;01/02/2002;14,06
04/02/2002;1479,17;04/02/2002;54,17;04/02/2002;23,03;04/02/2002;0,63;04/02/2002;18,31;04/02/2002;33,98;04/02/2002;30,56;04/02/2002;5,85;04/02/2002;17,45;04/02/2002;56,37;04/02/2002;0,45;04/02/2002;12,26;04/02/2002;11,33;04/02/2002;57,26;04/02/2002;8,35;04/02/2002;44,85;04/02/2002;21,99;04/02/2002;25,59;04/02/2002;10,28;04/02/2002;51,11;04/02/2002;35,14;04/02/2002;20,40;04/02/2002;5,57;04/02/2002;41,69;04/02/2002;18,22;04/02/2002;12,07;04/02/2002;34,02;04/02/2002;13,31
05/02/2002;1462,86;05/02/2002;53,80;05/02/2002;22,41;05/02/2002;0,58;05/02/2002;18,50;05/02/2002;33,80;05/02/2002;30,58;05/02/2002;5,73;05/02/2002;17,36;05/02/2002;56,68;05/02/2002;0,45;05/02/2002;12,47;05/02/2002;11,62;05/02/2002;57,81;05/02/2002;8,74;05/02/2002;45,07;05/02/2002;22,22;05/02/2002;26,24;05/02/2002;10,41;05/02/2002;51,03;05/02/2002;35,15;05/02/2002;19,91;05/02/2002;5,59;05/02/2002;40,38;05/02/2002;18,52;05/02/2002;12,24;05/02/2002;32,65;05/02/2002;13,05
06/02/2002;1445,96;06/02/2002;53,05;06/02/2002;22,42;06/02/2002;0,56;06/02/2002;18,61;06/02/2002;32,92;06/02/2002;30,20;06/02/2002;5,81;06/02/2002;16,97;06/02/2002;56,44;06/02/2002;0,44;06/02/2002;12,29;06/02/2002;10,78;06/02/2002;58,90;06/02/2002;8,64;06/02/2002;44,75;06/02/2002;22,33;06/02/2002;26,70;06/02/2002;10,50;06/02/2002;49,10;06/02/2002;34,87;06/02/2002;20,30;06/02/2002;5,45;06/02/2002;40,17;06/02/2002;17,93;06/02/2002;12,14;06/02/2002;32,25;06/02/2002;12,61
07/02/2002;1413,86;07/02/2002;50,58;07/02/2002;22,50;07/02/2002;0,56;07/02/2002;17,06;07/02/2002;32,31;07/02/2002;29,90;07/02/2002;5,78;07/02/2002;16,90;07/02/2002;56,01;07/02/2002;0,43;07/02/2002;12,29;07/02/2002;11,11;07/02/2002;54,41;07/02/2002;8,57;07/02/2002;44,14;07/02/2002;20,91;07/02/2002;26,48;07/02/2002;10,31;07/02/2002;47,85;07/02/2002;34,95;07/02/2002;19,56;07/02/2002;5,42;07/02/2002;37,10;07/02/2002;17,31;07/02/2002;11,74;07/02/2002;32,10;07/02/2002;12,42
08/02/2002;1452,17;08/02/2002;51,73;08/02/2002;22,98;08/02/2002;0,63;08/02/2002;16,76;08/02/2002;32,52;08/02/2002;30,33;08/02/2002;6,17;08/02/2002;17,90;08/02/2002;57,90;08/02/2002;0,43;08/02/2002;12,43;08/02/2002;11,28;08/02/2002;55,63;08/02/2002;8,57;08/02/2002;44,08;08/02/2002;21,54;08/02/2002;27,07;08/02/2002;10,60;08/02/2002;52,86;08/02/2002;35,99;08/02/2002;18,73;08/02/2002;5,50;08/02/2002;39,05;08/02/2002;18,56;08/02/2002;12,17;08/02/2002;33,77;08/02/2002;12,68
11/02/2002;1477,64;11/02/2002;52,66;11/02/2002;23,22;11/02/2002;0,67;11/02/2002;17,69;11/02/2002;33,57;11/02/2002;30,57;11/02/2002;6,03;11/02/2002;18,25;11/02/2002;57,64;11/02/2002;0,45;11/02/2002;12,50;11/02/2002;11,18;11/02/2002;57,68;11/02/2002;8,88;11/02/2002;44,98;11/02/2002;22,84;11/02/2002;26,90;11/02/2002;10,30;11/02/2002;52,12;11/02/2002;36,30;11/02/2002;20,64;11/02/2002;5,45;11/02/2002;38,39;11/02/2002;18,37;11/02/2002;12,29;11/02/2002;32,74;11/02/2002;13,12
12/02/2002;1464,76;12/02/2002;52,08;12/02/2002;22,76;12/02/2002;0,65;12/02/2002;17,26;12/02/2002;32,97;12/02/2002;30,07;12/02/2002;6,11;12/02/2002;18,13;12/02/2002;59,00;12/02/2002;0,44;12/02/2002;12,06;12/02/2002;11,02;12/02/2002;57,41;12/02/2002;8,81;12/02/2002;44,45;12/02/2002;22,36;12/02/2002;27,04;12/02/2002;10,27;12/02/2002;55,08;12/02/2002;35,40;12/02/2002;20,25;12/02/2002;5,38;12/02/2002;38,15;12/02/2002;18,62;12/02/2002;12,28;12/02/2002;31,49;12/02/2002;12,67
13/02/2002;1486,75;13/02/2002;53,20;13/02/2002;22,55;13/02/2002;0,67;13/02/2002;17,52;13/02/2002;33,38;13/02/2002;30,91;13/02/2002;6,17;13/02/2002;18,73;13/02/2002;58,92;13/02/2002;0,45;13/02/2002;12,05;13/02/2002;11,37;13/02/2002;61,29;13/02/2002;8,99;13/02/2002;45,45;13/02/2002;23,98;13/02/2002;27,25;13/02/2002;10,39;13/02/2002;54,70;13/02/2002;35,54;13/02/2002;20,95;13/02/2002;5,50;13/02/2002;38,47;13/02/2002;18,48;13/02/2002;12,68;13/02/2002;31,87;13/02/2002;13,15
14/02/2002;1474,71;14/02/2002;53,15;14/02/2002;21,69;14/02/2002;0,69;14/02/2002;17,46;14/02/2002;33,34;14/02/2002;30,84;14/02/2002;6,31;14/02/2002;18,51;14/02/2002;58,00;14/02/2002;0,44;14/02/2002;11,84;14/02/2002;10,96;14/02/2002;61,29;14/02/2002;8,87;14/02/2002;46,32;14/02/2002;23,66;14/02/2002;28,36;14/02/2002;10,43;14/02/2002;53,27;14/02/2002;35,40;14/02/2002;20,03;14/02/2002;5,44;14/02/2002;39,63;14/02/2002;18,83;14/02/2002;12,77;14/02/2002;30,88;14/02/2002;13,11
15/02/2002;1436,70;15/02/2002;52,27;15/02/2002;20,68;15/02/2002;0,67;15/02/2002;17,09;15/02/2002;32,29;15/02/2002;30,12;15/02/2002;6,20;15/02/2002;17,85;15/02/2002;58,19;15/02/2002;0,43;15/02/2002;11,58;15/02/2002;10,59;15/02/2002;60,27;15/02/2002;8,64;15/02/2002;45,89;15/02/2002;23,60;15/02/2002;27,33;15/02/2002;10,28;15/02/2002;54,34;15/02/2002;36,10;15/02/2002;18,70;15/02/2002;5,39;15/02/2002;38,89;15/02/2002;18,25;15/02/2002;12,39;15/02/2002;29,80;15/02/2002;13,10
19/02/2002;1387,27;19/02/2002;49,93;19/02/2002;20,03;19/02/2002;0,65;19/02/2002;16,81;19/02/2002;31,34;19/02/2002;29,47;19/02/2002;5,62;19/02/2002;17,28;19/02/2002;56,90;19/02/2002;0,40;19/02/2002;11,60;19/02/2002;10,03;19/02/2002;58,47;19/02/2002;8,68;19/02/2002;45,23;19/02/2002;22,90;19/02/2002;26,02;19/02/2002;9,98;19/02/2002;51,59;19/02/2002;35,80;19/02/2002;18,66;19/02/2002;5,34;19/02/2002;36,51;19/02/2002;18,54;19/02/2002;12,00;19/02/2002;28,85;19/02/2002;12,48
20/02/2002;1408,26;20/02/2002;50,51;20/02/2002;20,35;20/02/2002;0,65;20/02/2002;16,69;20/02/2002;31,44;20/02/2002;29,95;20/02/2002;5,72;20/02/2002;17,47;20/02/2002;58,95;20/02/2002;0,41;20/02/2002;11,65;20/02/2002;10,18;20/02/2002;59,77;20/02/2002;8,96;20/02/2002;45,86;20/02/2002;23,29;20/02/2002;27,31;20/02/2002;10,20;20/02/2002;57,20;20/02/2002;36,08;20/02/2002;17,96;20/02/2002;5,41;20/02/2002;37,33;20/02/2002;19,06;20/02/2002;12,09;20/02/2002;28,85;20/02/2002;12,18
21/02/2002;1348,25;21/02/2002;46,98;21/02/2002;20,65;21/02/2002;0,66;21/02/2002;15,11;21/02/2002;29,48;21/02/2002;29,03;21/02/2002;5,68;21/02/2002;16,94;21/02/2002;57,59;21/02/2002;0,38;21/02/2002;10,88;21/02/2002;10,37;21/02/2002;56,43;21/02/2002;8,85;21/02/2002;45,91;21/02/2002;21,64;21/02/2002;26,64;21/02/2002;9,97;21/02/2002;56,11;21/02/2002;35,30;21/02/2002;16,25;21/02/2002;5,28;21/02/2002;34,01;21/02/2002;19,30;21/02/2002;11,13;21/02/2002;27,48;21/02/2002;11,24
22/02/2002;1356,16;22/02/2002;49,03;22/02/2002;20,53;22/02/2002;0,65;22/02/2002;15,24;22/02/2002;29,53;22/02/2002;29,00;22/02/2002;5,49;22/02/2002;17,57;22/02/2002;57,55;22/02/2002;0,41;22/02/2002;11,12;22/02/2002;10,85;22/02/2002;55,85;22/02/2002;9,00;22/02/2002;45,23;22/02/2002;21,24;22/02/2002;26,35;22/02/2002;10,43;22/02/2002;57,16;22/02/2002;36,34;22/02/2002;16,35;22/02/2002;5,40;22/02/2002;34,93;22/02/2002;19,75;22/02/2002;11,17;22/02/2002;28,43;22/02/2002;10,75
25/02/2002;1407,99;25/02/2002;50,68;25/02/2002;20,35;25/02/2002;0,69;25/02/2002;15,60;25/02/2002;31,02;25/02/2002;29,54;25/02/2002;5,70;25/02/2002;18,15;25/02/2002;58,97;25/02/2002;0,43;25/02/2002;10,96;25/02/2002;11,49;25/02/2002;59,41;25/02/2002;9,33;25/02/2002;44,40;25/02/2002;22,47;25/02/2002;26,99;25/02/2002;10,73;25/02/2002;58,09;25/02/2002;37,22;25/02/2002;17,96;25/02/2002;5,54;25/02/2002;37,00;25/02/2002;19,62;25/02/2002;11,81;25/02/2002;29,90;25/02/2002;11,75
26/02/2002;1401,19;26/02/2002;49,26;26/02/2002;21,79;26/02/2002;0,72;26/02/2002;15,50;26/02/2002;30,02;26/02/2002;29,28;26/02/2002;5,60;26/02/2002;18,52;26/02/2002;58,62;26/02/2002;0,42;26/02/2002;11,00;26/02/2002;11,09;26/02/2002;59,97;26/02/2002;9,44;26/02/2002;43,47;26/02/2002;22,29;26/02/2002;26,00;26/02/2002;10,54;26/02/2002;59,06;26/02/2002;37,14;26/02/2002;17,39;26/02/2002;5,58;26/02/2002;37,52;26/02/2002;19,39;26/02/2002;11,23;26/02/2002;30,85;26/02/2002;12,37
27/02/2002;1378,48;27/02/2002;47,83;27/02/2002;21,16;27/02/2002;0,71;27/02/2002;14,24;27/02/2002;29,89;27/02/2002;29,20;27/02/2002;5,17;27/02/2002;18,65;27/02/2002;57,87;27/02/2002;0,39;27/02/2002;11,12;27/02/2002;11,33;27/02/2002;58,86;27/02/2002;9,51;27/02/2002;42,19;27/02/2002;22,14;27/02/2002;26,51;27/02/2002;10,40;27/02/2002;58,42;27/02/2002;36,78;27/02/2002;16,79;27/02/2002;5,61;27/02/2002;36,48;27/02/2002;18,70;27/02/2002;11,49;27/02/2002;29,60;27/02/2002;12,44
28/02/2002;1359,22;28/02/2002;45,76;28/02/2002;23,42;28/02/2002;0,71;28/02/2002;14,27;28/02/2002;28,55;28/02/2002;29,17;28/02/2002;5,48;28/02/2002;18,19;28/02/2002;57,98;28/02/2002;0,39;28/02/2002;11,07;28/02/2002;11,58;28/02/2002;57,91;28/02/2002;9,47;28/02/2002;41,26;28/02/2002;21,74;28/02/2002;26,91;28/02/2002;10,69;28/02/2002;57,86;28/02/2002;36,95;28/02/2002;16,63;28/02/2002;5,75;28/02/2002;35,92;28/02/2002;18,95;28/02/2002;11,39;28/02/2002;27,92;28/02/2002;12,08
01/03/2002;1435,41;01/03/2002;50,68;01/03/2002;24,21;01/03/2002;0,77;01/03/2002;15,00;01/03/2002;30,98;01/03/2002;30,69;01/03/2002;5,77;01/03/2002;19,27;01/03/2002;58,53;01/03/2002;0,42;01/03/2002;11,65;01/03/2002;11,80;01/03/2002;64,22;01/03/2002;9,72;01/03/2002;40,90;01/03/2002;23,99;01/03/2002;28,03;01/03/2002;10,98;01/03/2002;60,09;01/03/2002;38,40;01/03/2002;17,99;01/03/2002;5,88;01/03/2002;39,62;01/03/2002;19,73;01/03/2002;12,45;01/03/2002;30,16;01/03/2002;12,14
04/03/2002;1494,70;04/03/2002;54,84;04/03/2002;24,92;04/03/2002;0,82;04/03/2002;16,48;04/03/2002;31,85;04/03/2002;31,65;04/03/2002;6,26;04/03/2002;20,48;04/03/2002;59,88;04/03/2002;0,43;04/03/2002;12,16;04/03/2002;11,70;04/03/2002;66,63;04/03/2002;10,43;04/03/2002;40,99;04/03/2002;25,03;04/03/2002;28,89;04/03/2002;11,11;04/03/2002;62,23;04/03/2002;41,27;04/03/2002;19,44;04/03/2002;6,02;04/03/2002;42,18;04/03/2002;20,59;04/03/2002;13,31;04/03/2002;33,59;04/03/2002;12,87
05/03/2002;1498,95;05/03/2002;55,69;05/03/2002;24,04;05/03/2002;0,80;05/03/2002;16,51;05/03/2002;32,70;05/03/2002;31,54;05/03/2002;6,18;05/03/2002;19,99;05/03/2002;58,94;05/03/2002;0,42;05/03/2002;11,97;05/03/2002;12,03;05/03/2002;66,92;05/03/2002;9,75;05/03/2002;39,04;05/03/2002;25,49;05/03/2002;29,04;05/03/2002;10,82;05/03/2002;60,54;05/03/2002;40,16;05/03/2002;19,43;05/03/2002;5,87;05/03/2002;43,46;05/03/2002;20,62;05/03/2002;13,54;05/03/2002;34,38;05/03/2002;13,17
06/03/2002;1519,95;06/03/2002;55,97;06/03/2002;24,58;06/03/2002;0,82;06/03/2002;16,77;06/03/2002;32,96;06/03/2002;31,82;06/03/2002;6,16;06/03/2002;20,17;06/03/2002;60,59;06/03/2002;0,43;06/03/2002;12,44;06/03/2002;12,11;06/03/2002;66,19;06/03/2002;10,06;06/03/2002;38,92;06/03/2002;25,27;06/03/2002;29,39;06/03/2002;11,00;06/03/2002;63,53;06/03/2002;40,64;06/03/2002;19,98;06/03/2002;5,79;06/03/2002;43,51;06/03/2002;20,44;06/03/2002;13,56;06/03/2002;33,80;06/03/2002;13,54
07/03/2002;1506,81;07/03/2002;54,89;07/03/2002;23,44;07/03/2002;0,78;07/03/2002;17,00;07/03/2002;32,98;07/03/2002;31,36;07/03/2002;6,06;07/03/2002;19,40;07/03/2002;59,80;07/03/2002;0,44;07/03/2002;11,83;07/03/2002;11,72;07/03/2002;67,25;07/03/2002;9,87;07/03/2002;39,88;07/03/2002;25,68;07/03/2002;29,14;07/03/2002;11,23;07/03/2002;62,12;07/03/2002;40,66;07/03/2002;20,72;07/03/2002;5,78;07/03/2002;42,74;07/03/2002;18,88;07/03/2002;13,79;07/03/2002;33,91;07/03/2002;13,62
08/03/2002;1555,11;08/03/2002;57,36;08/03/2002;24,00;08/03/2002;0,82;08/03/2002;17,80;08/03/2002;34,17;08/03/2002;31,98;08/03/2002;6,36;08/03/2002;19,53;08/03/2002;59,72;08/03/2002;0,44;08/03/2002;12,20;08/03/2002;11,93;08/03/2002;69,47;08/03/2002;9,94;08/03/2002;39,91;08/03/2002;26,77;08/03/2002;29,78;08/03/2002;11,16;08/03/2002;62,26;08/03/2002;41,38;08/03/2002;21,90;08/03/2002;5,74;08/03/2002;45,80;08/03/2002;18,45;08/03/2002;14,41;08/03/2002;35,33;08/03/2002;13,65
11/03/2002;1553,80;11/03/2002;56,75;11/03/2002;24,75;11/03/2002;0,84;11/03/2002;17,42;11/03/2002;33,42;11/03/2002;32,17;11/03/2002;6,36;11/03/2002;20,17;11/03/2002;59,40;11/03/2002;0,45;11/03/2002;12,27;11/03/2002;11,59;11/03/2002;67,23;11/03/2002;10,06;11/03/2002;40,77;11/03/2002;25,90;11/03/2002;30,85;11/03/2002;11,41;11/03/2002;60,94;11/03/2002;41,56;11/03/2002;21,83;11/03/2002;5,71;11/03/2002;44,72;11/03/2002;19,20;11/03/2002;13,98;11/03/2002;37,83;11/03/2002;14,46
12/03/2002;1520,54;12/03/2002;55,88;12/03/2002;24,44;12/03/2002;0,82;12/03/2002;16,77;12/03/2002;32,99;12/03/2002;31,27;12/03/2002;6,17;12/03/2002;19,06;12/03/2002;59,59;12/03/2002;0,44;12/03/2002;12,05;12/03/2002;11,62;12/03/2002;66,11;12/03/2002;9,88;12/03/2002;41,45;12/03/2002;25,33;12/03/2002;29,97;12/03/2002;11,49;12/03/2002;61,14;12/03/2002;41,55;12/03/2002;21,29;12/03/2002;5,73;12/03/2002;42,34;12/03/2002;18,99;12/03/2002;13,48;12/03/2002;35,64;12/03/2002;14,60
13/03/2002;1486,27;13/03/2002;53,93;13/03/2002;24,61;13/03/2002;0,79;13/03/2002;16,36;13/03/2002;31,34;13/03/2002;31,05;13/03/2002;5,98;13/03/2002;18,77;13/03/2002;59,86;13/03/2002;0,44;13/03/2002;11,66;13/03/2002;11,50;13/03/2002;63,25;13/03/2002;9,63;13/03/2002;41,92;13/03/2002;24,75;13/03/2002;30,26;13/03/2002;11,22;13/03/2002;63,84;13/03/2002;40,28;13/03/2002;20,49;13/03/2002;5,67;13/03/2002;40,44;13/03/2002;19,36;13/03/2002;13,68;13/03/2002;33,86;13/03/2002;14,39
14/03/2002;1477,19;14/03/2002;53,68;14/03/2002;24,70;14/03/2002;0,72;14/03/2002;16,74;14/03/2002;30,97;14/03/2002;30,61;14/03/2002;5,96;14/03/2002;18,30;14/03/2002;60,25;14/03/2002;0,44;14/03/2002;11,76;14/03/2002;11,38;14/03/2002;63,09;14/03/2002;9,66;14/03/2002;41,32;14/03/2002;24,65;14/03/2002;29,78;14/03/2002;11,21;14/03/2002;62,84;14/03/2002;39,55;14/03/2002;20,21;14/03/2002;5,84;14/03/2002;40,60;14/03/2002;19,07;14/03/2002;13,71;14/03/2002;33,28;14/03/2002;14,66
